	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	sourceLang	targetLang	sourceString	targetString	stringID	url	license	translator_ID	translated	trans_seg	target_seg
713	713	713	713	en	zh	 In contrast, in asymptomatic carriers, the immune response has been de-coupled from CoV replication. 	相比之下，在无症状携带者中，免疫反应已经从冠状病毒复制中脱耦。	PubMed_8:751	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	相比之下，在无症状携带者中，免疫反应已与CoV复制脱钩。	相比之下 ， 在 无症状 携带者 中 ， 免疫 反应 已 与 CoV 复制 脱钩 。	相比之下 ， 在 无症状 携带者 中 ， 免疫 反应 已经 从 冠状病毒 复制 中脱 耦 。
714	714	714	714	en	zh	 The same strategy of delinking the immune response might have beneficial effects in anti-SARS-CoV-2 therapy. 	使免疫反应脱链的相同策略可能会在抗 SARS-CoV-2 治疗中有积极的作用。	PubMed_8:752	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	将免疫反应脱钩的相同策略可能在抗SARS-CoV-2治疗中产生有益的效果。	将 免疫 反应 脱钩 的 相同 策略 可能 在 抗 SARS - CoV - 2 治疗 中 产生 有益 的 效果 。	使 免疫 反应 脱链 的 相同 策略 可能 会 在 抗   SARS - CoV - 2   治疗 中有 积极 的 作用 。
715	715	715	715	en	zh	 The interferon response is particularly strong in bats. 	蝙蝠中的干扰素反应尤为强烈。	PubMed_8:753	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	干扰素反应在蝙蝠中特别强烈。	干扰素 反应 在 蝙蝠 中 特别 强烈 。	蝙蝠 中 的 干扰素 反应 尤为 强烈 。
716	716	716	716	en	zh	 Thus, administration of type I interferon at least in the early phase of SARS-CoV-2 infection in humans should be beneficial. 	因此，至少在人类 SARS-CoV-2 感染的早期阶段使用 I 型干扰素应该有益。	PubMed_8:754	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	因此，至少在人类SARS-CoV-2感染的早期阶段给予I型干扰素应该是有益的。	因此 ， 至少 在 人类 SARS - CoV - 2 感染 的 早期 阶段 给予 I 型 干扰素 应该 是 有益 的 。	因此 ， 至少 在 人类   SARS - CoV - 2   感染 的 早期 阶段 使用   I   型 干扰素 应该 有益 。
717	717	717	717	en	zh	 In addition, NLRP3 inflammasome activation in bats is defective. 	此外，蝙蝠中的 NLRP3 炎性体激活也存在缺陷。	PubMed_8:755	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	此外，蝙蝠中的NLRP3炎症小体激活存在缺陷。	此外 ， 蝙蝠 中 的 NLRP3 炎症 小 体 激活 存在 缺陷 。	此外 ， 蝙蝠 中 的   NLRP3   炎性体 激活 也 存在 缺陷 。
718	718	718	718	en	zh	 By this reasoning, inhibition of NLRP3 inflammasome with MCC950 might be useful in the treatment of COVID-19. 	基于此推理，使用 MCC950 抑制 NLRP3 炎性体可能对 COVID-19 的治疗有用。	PubMed_8:756	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	根据这种推理，用MCC950抑制NLRP3炎症小体可能有助于治疗COVID-19。	根据 这种 推理 ， 用 MCC950 抑制 NLRP3 炎症 小 体 可能 有助于 治疗 COVID - 19 。	基于 此 推理 ， 使用   MCC950   抑制   NLRP3   炎性体 可能 对   COVID - 19   的 治疗 有用 。
719	719	719	719	en	zh	 The emergence of SARS-CoV-2 follows the general theme by which SARS-CoV and MERS-CoV arose. 	SARS-CoV-2 的出现遵循着 SARS-CoV 和 MERS-CoV 产生所依据的一般主题。	PubMed_8:757	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	SARS-CoV-2的出现遵循SARS-CoV和MERS-CoV产生的一般主题。	SARS - CoV - 2 的 出现 遵循 SARS - CoV 和 MERS - CoV 产生 的 一般 主题 。	SARS - CoV - 2   的 出现 遵循 着   SARS - CoV   和   MERS - CoV   产生 所 依据 的 一般 主题 。
720	720	720	720	en	zh	 Whereas a bat beta-CoV sharing 95% nucleotide homology with SARS-CoV has been found, there also exists a bat-CoV sharing 96% nucleotide homology with SARS-CoV-2. 	尽管已经发现与 SARS-CoV 具有 95% 核苷酸同源性的蝙蝠 β-CoV，但还有一种蝙蝠冠状病毒与 SARS-CoV-2的核苷酸同源性高达96%。	PubMed_8:758	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	虽然已经发现蝙蝠β-CoV与SARS-CoV具有95%的核苷酸同源性，但也存在一种与SARS-CoV-2共享96%核苷酸同源性的蝙蝠-CoV。	虽然 已经 发现 蝙蝠 β - CoV 与 SARS - CoV 具有 95% 的 核苷酸 同源性 ， 但 也 存在 一种 与 SARS - CoV - 2 共享 96% 核苷酸 同源性 的 蝙蝠 - CoV 。	尽管 已经 发现 与   SARS - CoV   具有   95%   核苷酸 同源性 的 蝙蝠   β - CoV ， 但 还有 一种 蝙蝠 冠状病毒 与   SARS - CoV - 2 的 核苷酸 同源性 高达 96% 。
721	721	721	721	en	zh	 Whereas civets and other animals in the markets have been found to harbour viruses identical to SARS-CoV, immediate intermediate hosts for SARS-CoV-2 have not been identified. 	虽然已发现市场中的果子狸和其他动物携带与 SARS-CoV 相同的病毒，但尚未确定 SARS-CoV-2 的直接中间宿主。	PubMed_8:759	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	虽然已发现市场上的果子狸和其他动物携带与SARS-CoV相同的病毒，但尚未确定SARS-CoV-2的直接中间宿主。	虽然 已 发现 市场 上 的 果子狸 和 其他 动物 携带 与 SARS - CoV 相同 的 病毒 ， 但 尚未 确定 SARS - CoV - 2 的 直接 中间 宿主 。	虽然 已 发现 市场 中 的 果子狸 和 其他 动物 携带 与   SARS - CoV   相同 的 病毒 ， 但 尚未 确定   SARS - CoV - 2   的 直接 中间 宿主 。
722	722	722	722	en	zh	 Pangolin beta-CoVs strikingly homologous to SARS-CoV-2 have been found, indicating that pangolins might serve as one of intermediate hosts or pangolin beta-CoVs could contribute gene fragments to the final version of SARS-CoV-2. 	目前已发现与 SARS-CoV-2 明显同源的穿山甲 β-CoV，这表明穿山甲可能是中间宿主之一，或穿山甲 β-CoV 可能为最终版的 SARS-CoV-2 贡献了基因片段。	PubMed_8:760	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	已经发现穿山甲β-CoV与SARS-CoV-2惊人同源，这表明穿山甲可能是中间宿主之一，或者穿山甲β-CoV可以为SARS-CoV-2的最终版本贡献基因片段。	已经 发现 穿山甲 β - CoV 与 SARS - CoV - 2 惊人 同源 ， 这 表明 穿山甲 可能 是 中间 宿主 之一 ， 或者 穿山甲 β - CoV 可以 为 SARS - CoV - 2 的 最终 版本 贡献 基因 片段 。	目前 已 发现 与   SARS - CoV - 2   明显 同源 的 穿山甲   β - CoV ， 这 表明 穿山甲 可能 是 中间 宿主 之一 ， 或 穿山甲   β - CoV   可能 为 最终版 的   SARS - CoV - 2   贡献 了 基因 片段 。
723	723	723	723	en	zh	 Although questions remain, there is no evidence that SARS-CoV-2 is man-made either deliberately or accidentally. 	尽管仍有疑问，但没有证据表明 SARS-CoV-2 是有意或无意人为制造的。	PubMed_8:761	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	尽管问题仍然存在，但没有证据表明SARS-CoV-2是故意或无意的人为。	尽管 问题 仍然 存在 ， 但 没有 证据 表明 SARS - CoV - 2 是 故意 或 无意 的 人为 。	尽管 仍 有 疑问 ， 但 没有 证据 表明   SARS - CoV - 2   是 有意 或 无意 人为 制造 的 。
724	724	724	724	en	zh	 CoVs have returned to the limelight due to the recent outbreak of SARS-CoV-2. 	由于近期 SARS-CoV-2 的爆发，冠状病毒重新成为人们关注的焦点。	PubMed_8:762	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	由于最近爆发的SARS-CoV-2，冠状病毒已重新成为人们关注的焦点。	由于 最近 爆发 的 SARS - CoV - 2 ， 冠状病毒 已 重新 成为 人们 关注 的 焦点 。	由于 近期   SARS - CoV - 2   的 爆发 ， 冠状病毒 重新 成为 人们 关注 的 焦点 。
725	725	725	725	en	zh	 The study of CoVs in bats and other animals has drastically changed our perception of the importance of zoonotic origins and animal reservoirs of HCoVs in human transmission. 	对蝙蝠和其他动物中冠状病毒的研究极大地改变了我们对 HCoV 人畜共患病起源和在人类传播中的动物宿主重要性的认识。	PubMed_8:763	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	对蝙蝠和其他动物中CoV的研究极大地改变了我们对HCoV的人畜共患起源和动物宿主在人类传播中的重要性的看法。	对 蝙蝠 和 其他 动物 中 CoV 的 研究 极大 地 改变 了 我们 对 HCoV 的 人 畜共患 起源 和 动物 宿主 在 人类 传播 中 的 重要性 的 看法 。	对 蝙蝠 和 其他 动物 中 冠状病毒 的 研究 极大 地 改变 了 我们 对   HCoV   人畜 共 患病 起源 和 在 人类 传播 中 的 动物 宿主 重要性 的 认识 。
726	726	726	726	en	zh	 Pervasive evidence has shown that SARS-CoV, MERS-CoV and SARS-CoV-2 have a bat origin and are transmitted to humans via intermediate hosts. 	大量证据表明，SARS-CoV、MERS-CoV 和 SARS-CoV-2 起源于蝙蝠，并通过中间宿主传播给人类。	PubMed_8:764	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	大量证据表明，SARS-CoV、中东呼吸综合征冠状病毒和SARS-CoV-2起源于蝙蝠，并通过中间宿主传播给人类。	大量 证据 表明 ， SARS - CoV 、 中东 呼吸 综合征 冠状病毒 和 SARS - CoV - 2 起源于 蝙蝠 ， 并 通过 中间 宿主 传播 给 人类 。	大量 证据 表明 ， SARS - CoV 、 MERS - CoV   和   SARS - CoV - 2   起源于 蝙蝠 ， 并 通过 中间 宿主 传播 给 人类 。
727	727	727	727	en	zh	 Given that SARS-CoV infection originates from the contact between humans and civets in the markets, closing wet markets and killing civets therein could have effectively ended the SARS epidemic. 	鉴于 SARS-CoV 感染源自市场上人类与果子狸之间的接触，关闭湿货市场并杀死果子狸可以有效地结束 SARS 的流行。	PubMed_8:765	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	鉴于SARS-CoV感染源于市场上人与果子狸之间的接触，关闭湿市场并杀死其中的果子狸本可以有效地结束SARS流行。	鉴于 SARS - CoV 感染 源于 市场 上人 与 果子狸 之间 的 接触 ， 关闭 湿 市场 并 杀死 其中 的 果子狸 本 可以 有效 地 结束 SARS 流行 。	鉴于   SARS - CoV   感染 源自 市场 上 人类 与 果子狸 之间 的 接触 ， 关闭 湿货 市场 并 杀死 果子狸 可以 有效 地 结束   SARS   的 流行 。
728	728	728	728	en	zh	 By the same reasoning, pangolins should be removed from wet markets to prevent zoonotic transmission, in view of the discovery of multiple lineages of pangolin beta-CoVs closely related to SARS-CoV-2. 	同理，鉴于发现了与 SARS-CoV-2 密切相关的穿山甲 β-CoV 的多个谱系，因此应将穿山甲从湿货市场中清除，以防止人畜共患疾传播。	PubMed_8:766	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	出于同样的理由，鉴于发现了与SARS-CoV-2密切相关的穿山甲β-CoV的多个谱系，穿山甲应从菜市场移除，以防止人畜共患传播。	出于 同样 的 理由 ， 鉴于 发现 了 与 SARS - CoV - 2 密切相关 的 穿山甲 β - CoV 的 多个 谱系 ， 穿山甲 应从 菜市场 移除 ， 以 防止 人 畜共患 传播 。	同理 ， 鉴于 发现 了 与   SARS - CoV - 2   密切相关 的 穿山甲   β - CoV   的 多个 谱系 ， 因此 应 将 穿山甲 从 湿货 市场 中 清除 ， 以 防止 人 畜共患 疾 传播 。
729	729	729	729	en	zh	 However, whether and how SARS-CoV-2 is transmitted to humans through pangolins and other mammals remain to be clarified in future investigations. 	但 SARS-CoV-2 是否以及如何通过穿山甲和其他哺乳动物传播给人类，仍有待进一步研究。	PubMed_8:767	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	然而，SARS-CoV-2是否以及如何通过穿山甲和其他哺乳动物传播给人类，仍有待在未来的调查中澄清。	然而 ， SARS - CoV - 2 是否 以及 如何 通过 穿山甲 和 其他 哺乳动物 传播 给 人类 ， 仍 有待 在 未来 的 调查 中 澄清 。	但   SARS - CoV - 2   是否 以及 如何 通过 穿山甲 和 其他 哺乳动物 传播 给 人类 ， 仍 有待 进一步 研究 。
730	730	730	730	en	zh	 On the other hand, MERS-CoV has existed in dromedary camels for a long time. 	另一方面，MERS-CoV 在单峰驼中已经存在了很长时间。	PubMed_8:768	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	另一方面，中东呼吸综合征冠状病毒在单峰骆驼中已经存在了很长时间。	另一方面 ， 中东 呼吸 综合征 冠状病毒 在 单峰骆驼 中 已经 存在 了 很 长时间 。	另一方面 ， MERS - CoV   在 单峰驼 中 已经 存在 了 很 长时间 。
731	731	731	731	en	zh	 These camels serve as an important tool for transportation as well as a main source of meat, milk, leather and wool products for the local people. 	这些骆驼是重要的交通工具，也是当地人的肉、奶、皮革和毛线产品的主要来源。	PubMed_8:769	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	这些骆驼是重要的运输工具，也是当地人民肉类、牛奶、皮革和羊毛产品的主要来源。	这些 骆驼 是 重要 的 运输工具 ， 也 是 当地 人民 肉类 、 牛奶 、 皮革 和 羊毛 产品 的 主要 来源 。	这些 骆驼 是 重要 的 交通工具 ， 也 是 当地人 的 肉 、 奶 、 皮革 和 毛线 产品 的 主要 来源 。
732	732	732	732	en	zh	 They are widely distributed across the Middle East and Africa. 	它们广泛分布在中东和非洲。	PubMed_8:770	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	它们广泛分布在中东和非洲。	它们 广泛 分布 在 中东 和 非洲 。	它们 广泛 分布 在 中东 和 非洲 。
733	733	733	733	en	zh	 It is therefore impossible to sacrifice all camels for the control of MERS, as what was done in wild animal markets in China to prevent the spreading of SARS-CoV and SARS-CoV-2. 	因此，不可能效仿中国野生动物市场为防止SARS-CoV和SARS-CoV-2传播的做法，为控制 MERS 而牺牲掉所有骆驼。	PubMed_8:771	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	因此，不可能像中国野生动物市场为防止SARS-CoV和SARS-CoV-2传播所做的那样，牺牲所有骆驼来控制中东呼吸综合征。	因此 ， 不 可能 像 中国 野生动物 市场 为 防止 SARS - CoV 和 SARS - CoV - 2 传播 所 做 的 那样 ， 牺牲 所有 骆驼 来 控制 中东 呼吸 综合征 。	因此 ， 不 可能 效仿 中国 野生动物 市场 为 防止 SARS - CoV 和 SARS - CoV - 2 传播 的 做法 ， 为 控制   MERS   而 牺牲 掉 所有 骆驼 。
734	734	734	734	en	zh	 To stop the recurrent outbreaks of MERS, a comprehensive approach should be taken to develop effective vaccines against MERS-CoV for camels, in combination with other infection control measures. 	为制止 MERS 的再次暴发，应结合其他感染控制措施，采取综合举措，为骆驼研制有效的抗 MERS-CoV 疫苗。	PubMed_8:772	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	为阻止中东呼吸综合征的反复暴发，应采取综合方法，结合其他感染控制措施，开发针对骆驼的中东呼吸综合征冠状病毒有效疫苗。	为 阻止 中东 呼吸 综合征 的 反复 暴发 ， 应 采取 综合 方法 ， 结合 其他 感染 控制措施 ， 开发 针对 骆驼 的 中东 呼吸 综合征 冠状病毒 有效 疫苗 。	为 制止   MERS   的 再次 暴发 ， 应 结合 其他 感染 控制措施 ， 采取 综合 举措 ， 为 骆驼 研制 有效 的 抗   MERS - CoV   疫苗 。
735	735	735	735	en	zh	 As we are not able to eliminate these viruses, new genotypes might emerge to cause outbreaks. 	由于我们无法消灭这些病毒，新的基因型可能会出现，进而引起疫情爆发。	PubMed_8:773	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7098031/	CC BY 4.0	TOFILL	由于我们无法消除这些病毒，新的基因型可能会出现导致爆发。	由于 我们 无法 消除 这些 病毒 ， 新 的 基因型 可能 会 出现 导致 爆发 。	由于 我们 无法 消灭 这些 病毒 ， 新 的 基因型 可能 会 出现 ， 进而 引起 疫情 爆发 。
